RELIG,CHILDS,AGEKDBRN,EDUC,HAPPY,ATTEND,GOD,INCOME16,FAMGEN,RELIG16,RELITEN,DEGREE,AGE,SEX,RACE,MARITAL,POLVIEWS,HRS1
NONE,0.0,,9.0,1.0,Never,6.0,18.0,2.0,NONE,No religion,Less than high school,43.0,1.0,1.0,5.0,4.0,45.0
CATHOLIC,0.0,,16.0,2.0,Every week,,,3.0,CATHOLIC,Strong,Bachelor's,53.0,1.0,3.0,5.0,2.0,6.0
NONE,0.0,,18.0,3.0,About once or twice a year,2.0,19.0,1.0,CATHOLIC,No religion,Associate/junior college,46.0,1.0,1.0,5.0,3.0,53.0
PROTESTANT,3.0,24.0,13.0,2.0,Several times a year,2.0,20.0,1.0,CATHOLIC,Not very strong,High school,36.0,1.0,1.0,1.0,3.0,42.0
NONE,0.0,,12.0,2.0,Never,2.0,20.0,2.0,PROTESTANT,No religion,High school,19.0,1.0,1.0,5.0,5.0,45.0
CATHOLIC,1.0,28.0,14.0,1.0,Several times a week,6.0,16.0,1.0,CATHOLIC,Strong,High school,65.0,1.0,3.0,1.0,2.0,30.0
PROTESTANT,0.0,,13.0,3.0,Several times a year,6.0,18.0,1.0,CATHOLIC,Strong,High school,60.0,2.0,1.0,3.0,4.0,40.0
JEWISH,0.0,,16.0,2.0,About once a month,2.0,,1.0,JEWISH,Strong,Bachelor's,63.0,2.0,1.0,5.0,6.0,
JEWISH,2.0,33.0,20.0,1.0,Never,2.0,26.0,2.0,JEWISH,Not very strong,Graduate,36.0,1.0,1.0,1.0,2.0,60.0
BUDDHISM,2.0,22.0,16.0,2.0,Never,5.0,25.0,2.0,NONE,Not very strong,Bachelor's,40.0,2.0,3.0,1.0,6.0,
JEWISH,3.0,27.0,18.0,1.0,About once or twice a year,2.0,26.0,2.0,JEWISH,Not very strong,Graduate,42.0,2.0,1.0,1.0,1.0,40.0
OTHER,0.0,,14.0,2.0,Every week,6.0,24.0,1.0,PROTESTANT,Strong,High school,61.0,1.0,1.0,4.0,,60.0
NONE,0.0,,16.0,1.0,Never,1.0,21.0,1.0,NONE,No religion,Bachelor's,27.0,1.0,3.0,5.0,3.0,43.0
PROTESTANT,1.0,26.0,14.0,1.0,About once a month,6.0,10.0,1.0,CATHOLIC,Strong,High school,52.0,1.0,1.0,5.0,4.0,
PROTESTANT,4.0,24.0,16.0,2.0,Never,6.0,9.0,1.0,CATHOLIC,Strong,High school,74.0,2.0,1.0,3.0,2.0,
NONE,0.0,,20.0,2.0,Never,2.0,24.0,1.0,PROTESTANT,No religion,Graduate,36.0,1.0,1.0,5.0,2.0,50.0
PROTESTANT,0.0,,17.0,2.0,About once a month,6.0,21.0,1.0,PROTESTANT,Strong,Graduate,34.0,1.0,1.0,5.0,4.0,50.0
NONE,1.0,32.0,16.0,3.0,Never,1.0,24.0,1.0,BUDDHISM,No religion,Bachelor's,46.0,1.0,3.0,3.0,4.0,72.0
NONE,0.0,,14.0,1.0,Never,1.0,25.0,1.0,PROTESTANT,No religion,High school,21.0,2.0,1.0,5.0,2.0,
CATHOLIC,3.0,20.0,11.0,2.0,Less than once a year,5.0,22.0,1.0,CATHOLIC,Not very strong,Less than high school,72.0,2.0,1.0,3.0,4.0,
CATHOLIC,2.0,39.0,16.0,2.0,2-3 times a month,6.0,23.0,1.0,CATHOLIC,Not very strong,Bachelor's,46.0,1.0,3.0,1.0,3.0,60.0
NONE,0.0,,14.0,2.0,Never,2.0,,1.0,NONE,No religion,High school,21.0,2.0,1.0,5.0,4.0,
CATHOLIC,1.0,32.0,13.0,3.0,Never,2.0,21.0,2.0,CATHOLIC,Not very strong,High school,46.0,1.0,3.0,5.0,6.0,60.0
PROTESTANT,3.0,24.0,12.0,1.0,Nearly every week,6.0,23.0,2.0,CATHOLIC,Strong,High school,53.0,1.0,3.0,3.0,4.0,60.0
PROTESTANT,4.0,28.0,18.0,3.0,Every week,6.0,26.0,3.0,PROTESTANT,Strong,Graduate,74.0,2.0,1.0,2.0,6.0,
CATHOLIC,1.0,26.0,6.0,2.0,Several times a year,6.0,1.0,2.0,CATHOLIC,Not very strong,Less than high school,70.0,1.0,1.0,3.0,4.0,
PROTESTANT,1.0,31.0,16.0,2.0,2-3 times a month,5.0,22.0,2.0,PROTESTANT,Not very strong,Bachelor's,36.0,2.0,3.0,1.0,4.0,40.0
NONE,1.0,19.0,11.0,2.0,About once or twice a year,3.0,12.0,1.0,CATHOLIC,No religion,Less than high school,57.0,1.0,1.0,1.0,7.0,
PROTESTANT,0.0,,16.0,3.0,Every week,6.0,22.0,1.0,PROTESTANT,Strong,Bachelor's,60.0,1.0,1.0,5.0,6.0,45.0
CATHOLIC,3.0,18.0,12.0,2.0,Several times a year,5.0,20.0,2.0,CATHOLIC,Strong,Less than high school,53.0,2.0,3.0,3.0,7.0,40.0
NONE,4.0,21.0,12.0,2.0,About once or twice a year,6.0,22.0,1.0,CATHOLIC,No religion,High school,69.0,1.0,1.0,1.0,3.0,35.0
NONE,3.0,29.0,16.0,1.0,Never,6.0,24.0,6.0,NONE,No religion,Bachelor's,38.0,2.0,1.0,1.0,4.0,40.0
CHRISTIAN,3.0,23.0,14.0,2.0,Every week,6.0,26.0,2.0,NONE,Strong,High school,48.0,2.0,1.0,1.0,6.0,10.0
PROTESTANT,0.0,,16.0,2.0,Never,3.0,21.0,3.0,CATHOLIC,Not very strong,Bachelor's,30.0,1.0,3.0,5.0,4.0,60.0
NONE,0.0,,13.0,1.0,Several times a year,5.0,26.0,1.0,CATHOLIC,No religion,High school,29.0,1.0,1.0,5.0,4.0,
JEWISH,2.0,25.0,16.0,1.0,About once a month,3.0,23.0,1.0,JEWISH,Strong,Bachelor's,68.0,2.0,1.0,1.0,2.0,
PROTESTANT,5.0,26.0,13.0,2.0,About once or twice a year,6.0,21.0,1.0,PROTESTANT,Strong,High school,64.0,2.0,1.0,1.0,4.0,
PROTESTANT,2.0,34.0,16.0,1.0,Several times a week,5.0,21.0,2.0,NONE,Not very strong,Graduate,43.0,1.0,3.0,1.0,2.0,
OTHER,1.0,21.0,12.0,3.0,Never,6.0,22.0,1.0,CATHOLIC,Strong,High school,69.0,2.0,1.0,2.0,4.0,
NONE,3.0,18.0,12.0,2.0,Never,1.0,23.0,1.0,CATHOLIC,No religion,High school,47.0,1.0,1.0,1.0,6.0,48.0
PROTESTANT,2.0,25.0,12.0,2.0,2-3 times a month,5.0,21.0,2.0,CATHOLIC,Not very strong,High school,57.0,1.0,1.0,1.0,7.0,
CATHOLIC,0.0,,16.0,3.0,About once or twice a year,2.0,22.0,1.0,CATHOLIC,Not very strong,Graduate,50.0,1.0,1.0,1.0,2.0,40.0
CATHOLIC,0.0,,12.0,2.0,About once or twice a year,5.0,,2.0,CATHOLIC,Not very strong,High school,25.0,2.0,3.0,5.0,4.0,
BUDDHISM,2.0,24.0,14.0,1.0,2-3 times a month,1.0,12.0,1.0,PROTESTANT,Strong,High school,75.0,1.0,1.0,3.0,1.0,
CATHOLIC,2.0,22.0,14.0,1.0,About once or twice a year,4.0,26.0,1.0,CATHOLIC,Not very strong,High school,46.0,1.0,1.0,1.0,6.0,54.0
CATHOLIC,2.0,17.0,10.0,3.0,Never,5.0,13.0,1.0,CATHOLIC,Not very strong,Less than high school,77.0,2.0,1.0,3.0,4.0,
NONE,0.0,,11.0,2.0,Never,3.0,10.0,1.0,CHRISTIAN,No religion,Less than high school,18.0,2.0,2.0,5.0,4.0,
PROTESTANT,1.0,23.0,12.0,2.0,Every week,6.0,16.0,1.0,PROTESTANT,Strong,High school,62.0,2.0,1.0,1.0,6.0,
CATHOLIC,2.0,28.0,15.0,2.0,About once or twice a year,5.0,16.0,6.0,CATHOLIC,Not very strong,Associate/junior college,30.0,2.0,1.0,1.0,4.0,30.0
CATHOLIC,1.0,33.0,7.0,3.0,Every week,6.0,13.0,2.0,CATHOLIC,Strong,Less than high school,70.0,2.0,3.0,2.0,,
NONE,1.0,23.0,3.0,3.0,Never,6.0,5.0,2.0,PROTESTANT,No religion,Less than high school,50.0,1.0,1.0,1.0,3.0,40.0
CATHOLIC,5.0,20.0,12.0,2.0,About once a month,6.0,9.0,2.0,CATHOLIC,Not very strong,High school,44.0,2.0,3.0,4.0,6.0,
PROTESTANT,1.0,32.0,12.0,1.0,Nearly every week,6.0,17.0,2.0,CATHOLIC,Strong,High school,33.0,2.0,1.0,1.0,2.0,45.0
PROTESTANT,2.0,28.0,19.0,2.0,Every week,6.0,24.0,2.0,CATHOLIC,Not very strong,Graduate,34.0,2.0,1.0,1.0,6.0,35.0
NONE,2.0,32.0,16.0,2.0,Never,1.0,26.0,2.0,CATHOLIC,No religion,Bachelor's,46.0,2.0,1.0,1.0,1.0,8.0
PROTESTANT,3.0,20.0,12.0,1.0,2-3 times a month,6.0,20.0,2.0,CATHOLIC,Not very strong,High school,51.0,1.0,1.0,1.0,4.0,30.0
PROTESTANT,0.0,,14.0,3.0,Several times a year,5.0,21.0,2.0,PROTESTANT,Strong,High school,28.0,1.0,2.0,5.0,6.0,40.0
CATHOLIC,5.0,25.0,16.0,1.0,Less than once a year,,20.0,1.0,CATHOLIC,Strong,Bachelor's,74.0,1.0,3.0,3.0,4.0,16.0
PROTESTANT,2.0,25.0,15.0,2.0,About once or twice a year,3.0,20.0,2.0,CATHOLIC,Not very strong,High school,29.0,2.0,1.0,5.0,4.0,30.0
CATHOLIC,8.0,17.0,11.0,1.0,Never,6.0,16.0,2.0,CATHOLIC,Strong,Less than high school,49.0,1.0,3.0,1.0,2.0,
PROTESTANT,0.0,,17.0,2.0,Several times a year,5.0,20.0,1.0,PROTESTANT,Not very strong,Bachelor's,28.0,2.0,1.0,5.0,3.0,20.0
CATHOLIC,4.0,20.0,12.0,3.0,About once or twice a year,6.0,21.0,2.0,CATHOLIC,Not very strong,High school,48.0,2.0,1.0,4.0,5.0,
PROTESTANT,1.0,19.0,12.0,1.0,Never,6.0,17.0,2.0,PROTESTANT,Somewhat strong (vol.),High school,24.0,2.0,1.0,5.0,4.0,25.0
PROTESTANT,1.0,25.0,15.0,1.0,Never,5.0,15.0,1.0,BUDDHISM,Not very strong,High school,51.0,2.0,3.0,3.0,4.0,70.0
PROTESTANT,2.0,25.0,16.0,2.0,2-3 times a month,6.0,20.0,1.0,PROTESTANT,Not very strong,Bachelor's,42.0,2.0,1.0,3.0,6.0,40.0
CATHOLIC,3.0,29.0,17.0,1.0,Every week,6.0,,2.0,CATHOLIC,Strong,Bachelor's,44.0,1.0,2.0,1.0,4.0,60.0
PROTESTANT,0.0,,12.0,1.0,Never,3.0,18.0,1.0,PROTESTANT,Not very strong,High school,33.0,2.0,1.0,1.0,1.0,
NONE,0.0,,12.0,2.0,Never,3.0,22.0,1.0,PROTESTANT,No religion,High school,29.0,1.0,1.0,1.0,5.0,40.0
NONE,0.0,,17.0,2.0,Never,1.0,26.0,1.0,PROTESTANT,No religion,Bachelor's,48.0,2.0,1.0,1.0,2.0,50.0
PROTESTANT,4.0,17.0,10.0,1.0,Every week,6.0,16.0,1.0,CATHOLIC,Strong,Less than high school,62.0,2.0,1.0,2.0,4.0,40.0
PROTESTANT,4.0,18.0,12.0,3.0,Every week,6.0,,1.0,CHRISTIAN,Strong,High school,88.0,2.0,1.0,2.0,6.0,
CATHOLIC,4.0,29.0,18.0,2.0,2-3 times a month,5.0,25.0,2.0,PROTESTANT,Not very strong,Graduate,65.0,1.0,1.0,1.0,5.0,
NONE,0.0,,13.0,2.0,Never,3.0,24.0,1.0,CATHOLIC,No religion,High school,28.0,2.0,1.0,1.0,3.0,
PROTESTANT,3.0,23.0,14.0,1.0,Every week,6.0,21.0,1.0,PROTESTANT,Strong,Associate/junior college,58.0,2.0,1.0,1.0,4.0,40.0
NONE,2.0,19.0,13.0,2.0,About once or twice a year,6.0,18.0,2.0,CATHOLIC,No religion,High school,26.0,1.0,1.0,5.0,4.0,45.0
CATHOLIC,3.0,28.0,13.0,2.0,2-3 times a month,6.0,16.0,1.0,CATHOLIC,Not very strong,High school,61.0,2.0,1.0,1.0,7.0,40.0
CATHOLIC,3.0,23.0,13.0,2.0,Never,6.0,21.0,2.0,CATHOLIC,Not very strong,High school,30.0,2.0,1.0,1.0,3.0,40.0
NONE,0.0,,14.0,3.0,About once or twice a year,3.0,6.0,1.0,NONE,No religion,High school,22.0,2.0,1.0,5.0,2.0,15.0
CATHOLIC,0.0,,12.0,2.0,About once a month,6.0,,2.0,CATHOLIC,Somewhat strong (vol.),High school,24.0,2.0,3.0,5.0,4.0,40.0
CATHOLIC,2.0,24.0,12.0,1.0,Several times a year,6.0,21.0,2.0,CATHOLIC,Not very strong,High school,29.0,1.0,3.0,5.0,4.0,40.0
PROTESTANT,1.0,22.0,13.0,2.0,Several times a year,6.0,18.0,1.0,PROTESTANT,Not very strong,High school,70.0,1.0,1.0,2.0,4.0,
NONE,0.0,,16.0,2.0,Less than once a year,4.0,,1.0,CATHOLIC,No religion,Graduate,34.0,1.0,1.0,5.0,4.0,
JEWISH,0.0,,12.0,1.0,About once or twice a year,3.0,26.0,1.0,JEWISH,Not very strong,High school,66.0,1.0,1.0,1.0,5.0,
NONE,2.0,24.0,12.0,2.0,2-3 times a month,3.0,10.0,1.0,PROTESTANT,No religion,High school,84.0,2.0,1.0,3.0,5.0,
NONE,2.0,32.0,16.0,1.0,Never,3.0,26.0,1.0,JEWISH,No religion,Bachelor's,37.0,1.0,1.0,1.0,3.0,60.0
PROTESTANT,3.0,18.0,14.0,3.0,Every week,5.0,11.0,1.0,PROTESTANT,Not very strong,Associate/junior college,61.0,2.0,1.0,3.0,2.0,
PROTESTANT,7.0,20.0,12.0,2.0,Nearly every week,6.0,10.0,1.0,PROTESTANT,Strong,High school,58.0,2.0,2.0,5.0,6.0,
PROTESTANT,6.0,24.0,10.0,2.0,Never,6.0,9.0,1.0,PROTESTANT,Strong,Less than high school,88.0,1.0,2.0,3.0,3.0,
PROTESTANT,8.0,20.0,1.0,2.0,Several times a week,,,6.0,CATHOLIC,Strong,Less than high school,80.0,2.0,3.0,4.0,1.0,
NONE,1.0,28.0,12.0,2.0,Never,6.0,24.0,5.0,CATHOLIC,No religion,High school,36.0,1.0,3.0,5.0,4.0,48.0
NONE,0.0,,16.0,2.0,Never,5.0,19.0,2.0,PROTESTANT,No religion,Bachelor's,33.0,2.0,1.0,5.0,2.0,40.0
CATHOLIC,7.0,25.0,16.0,2.0,Every week,5.0,19.0,2.0,CATHOLIC,Strong,Bachelor's,81.0,1.0,1.0,2.0,4.0,
CATHOLIC,3.0,20.0,12.0,2.0,About once a month,5.0,20.0,5.0,CATHOLIC,Not very strong,High school,31.0,1.0,3.0,1.0,5.0,40.0
CATHOLIC,3.0,28.0,16.0,1.0,2-3 times a month,6.0,25.0,1.0,CATHOLIC,Not very strong,Bachelor's,69.0,2.0,1.0,1.0,2.0,
PROTESTANT,0.0,,16.0,2.0,Never,3.0,25.0,2.0,PROTESTANT,Not very strong,Bachelor's,26.0,1.0,1.0,5.0,2.0,38.0
CHRISTIAN,0.0,,16.0,1.0,Several times a year,6.0,25.0,1.0,CATHOLIC,,Bachelor's,45.0,1.0,1.0,1.0,4.0,70.0
PROTESTANT,1.0,38.0,16.0,2.0,About once a month,5.0,21.0,2.0,NONE,Not very strong,Bachelor's,54.0,2.0,1.0,1.0,6.0,30.0
CATHOLIC,2.0,33.0,16.0,2.0,2-3 times a month,5.0,26.0,2.0,CATHOLIC,Strong,Bachelor's,61.0,2.0,1.0,1.0,5.0,
BUDDHISM,0.0,,13.0,2.0,Every week,1.0,19.0,2.0,BUDDHISM,Not very strong,High school,19.0,1.0,1.0,5.0,2.0,
NONE,2.0,41.0,16.0,2.0,About once or twice a year,1.0,22.0,1.0,ORTHODOX-CHRISTIAN,No religion,Bachelor's,58.0,1.0,1.0,4.0,2.0,42.0
CATHOLIC,1.0,31.0,14.0,2.0,Less than once a year,6.0,21.0,2.0,CATHOLIC,Not very strong,Associate/junior college,50.0,2.0,1.0,3.0,4.0,40.0
CATHOLIC,0.0,,16.0,2.0,Several times a year,6.0,24.0,1.0,CATHOLIC,Not very strong,Bachelor's,36.0,1.0,2.0,5.0,3.0,40.0
CATHOLIC,1.0,23.0,12.0,2.0,Several times a year,6.0,21.0,2.0,CATHOLIC,Not very strong,High school,27.0,2.0,1.0,5.0,2.0,40.0
CATHOLIC,0.0,,12.0,2.0,About once or twice a year,5.0,20.0,1.0,CATHOLIC,Not very strong,High school,51.0,1.0,3.0,5.0,4.0,50.0
CATHOLIC,2.0,22.0,18.0,2.0,Several times a week,6.0,10.0,2.0,CATHOLIC,Strong,Bachelor's,48.0,1.0,1.0,1.0,5.0,50.0
CATHOLIC,2.0,20.0,14.0,3.0,Every week,5.0,20.0,2.0,CATHOLIC,Strong,High school,29.0,2.0,1.0,5.0,3.0,40.0
PROTESTANT,3.0,31.0,19.0,1.0,Nearly every week,5.0,22.0,1.0,PROTESTANT,Strong,Graduate,65.0,2.0,1.0,3.0,1.0,35.0
PROTESTANT,0.0,,16.0,2.0,Every week,6.0,21.0,1.0,PROTESTANT,Strong,Bachelor's,67.0,2.0,1.0,5.0,2.0,
NONE,1.0,28.0,16.0,2.0,Never,3.0,23.0,2.0,CATHOLIC,No religion,Bachelor's,53.0,1.0,1.0,1.0,3.0,70.0
NONE,2.0,34.0,18.0,1.0,Less than once a year,2.0,26.0,2.0,CATHOLIC,No religion,Graduate,45.0,1.0,1.0,1.0,2.0,55.0
NONE,1.0,22.0,15.0,2.0,Never,3.0,16.0,2.0,CATHOLIC,No religion,High school,36.0,2.0,1.0,3.0,2.0,25.0
NONE,1.0,38.0,12.0,1.0,Never,1.0,23.0,2.0,CATHOLIC,No religion,High school,60.0,1.0,1.0,1.0,7.0,40.0
CHRISTIAN,3.0,27.0,16.0,1.0,Several times a week,6.0,26.0,5.0,PROTESTANT,Strong,Bachelor's,63.0,2.0,2.0,1.0,4.0,40.0
PROTESTANT,1.0,28.0,12.0,2.0,About once or twice a year,5.0,20.0,1.0,PROTESTANT,Not very strong,High school,52.0,2.0,1.0,3.0,4.0,55.0
NONE,3.0,30.0,13.0,1.0,About once or twice a year,2.0,21.0,2.0,JEWISH,No religion,High school,34.0,1.0,1.0,1.0,2.0,40.0
CATHOLIC,0.0,,14.0,2.0,About once or twice a year,4.0,,1.0,CATHOLIC,Not very strong,High school,58.0,1.0,1.0,1.0,5.0,52.0
PROTESTANT,1.0,23.0,12.0,2.0,About once or twice a year,4.0,24.0,1.0,PROTESTANT,Not very strong,High school,63.0,1.0,1.0,1.0,5.0,
NONE,0.0,,16.0,1.0,Less than once a year,3.0,20.0,1.0,CATHOLIC,No religion,Bachelor's,71.0,2.0,1.0,3.0,2.0,
CATHOLIC,2.0,21.0,12.0,2.0,Several times a year,6.0,23.0,4.0,PROTESTANT,Strong,High school,67.0,2.0,1.0,1.0,4.0,
PROTESTANT,3.0,29.0,18.0,2.0,Every week,6.0,25.0,1.0,PROTESTANT,Strong,Bachelor's,65.0,2.0,1.0,3.0,4.0,
NONE,1.0,37.0,15.0,2.0,Never,3.0,18.0,2.0,PROTESTANT,No religion,High school,39.0,2.0,1.0,5.0,3.0,40.0
PROTESTANT,3.0,19.0,12.0,1.0,Several times a year,6.0,19.0,1.0,CATHOLIC,Not very strong,High school,46.0,2.0,1.0,4.0,4.0,44.0
CATHOLIC,4.0,24.0,12.0,2.0,About once a month,6.0,14.0,1.0,CATHOLIC,Strong,High school,83.0,2.0,1.0,2.0,3.0,
PROTESTANT,1.0,34.0,17.0,1.0,Every week,6.0,23.0,1.0,PROTESTANT,Strong,Bachelor's,59.0,1.0,1.0,3.0,7.0,45.0
CATHOLIC,1.0,38.0,19.0,1.0,,5.0,,1.0,CATHOLIC,Strong,Graduate,63.0,2.0,1.0,1.0,4.0,30.0
NONE,2.0,24.0,12.0,2.0,Never,1.0,18.0,2.0,PROTESTANT,No religion,High school,38.0,2.0,1.0,5.0,4.0,40.0
CATHOLIC,2.0,31.0,12.0,2.0,Never,5.0,19.0,2.0,CATHOLIC,Not very strong,High school,50.0,1.0,1.0,3.0,5.0,40.0
NONE,0.0,,11.0,2.0,Never,6.0,2.0,2.0,CATHOLIC,No religion,High school,18.0,2.0,1.0,5.0,,
NONE,3.0,24.0,16.0,2.0,Never,3.0,25.0,2.0,CATHOLIC,No religion,Bachelor's,45.0,2.0,1.0,1.0,2.0,40.0
CATHOLIC,0.0,,11.0,2.0,Several times a year,6.0,24.0,2.0,CATHOLIC,Not very strong,Less than high school,18.0,2.0,1.0,5.0,5.0,
PROTESTANT,0.0,,20.0,2.0,Every week,6.0,26.0,1.0,PROTESTANT,Strong,Graduate,39.0,1.0,2.0,5.0,3.0,
CATHOLIC,0.0,,20.0,2.0,About once or twice a year,6.0,20.0,1.0,CATHOLIC,Strong,Graduate,31.0,2.0,1.0,5.0,4.0,37.0
PROTESTANT,1.0,,16.0,2.0,Every week,6.0,21.0,1.0,PROTESTANT,Strong,Bachelor's,44.0,2.0,2.0,5.0,4.0,40.0
PROTESTANT,1.0,28.0,16.0,1.0,Several times a week,6.0,24.0,1.0,PROTESTANT,Strong,Bachelor's,46.0,2.0,2.0,1.0,3.0,40.0
PROTESTANT,2.0,22.0,13.0,2.0,Several times a year,6.0,26.0,1.0,PROTESTANT,Strong,High school,56.0,2.0,1.0,1.0,7.0,
PROTESTANT,2.0,33.0,12.0,1.0,Several times a year,5.0,26.0,2.0,PROTESTANT,Not very strong,High school,37.0,1.0,1.0,1.0,4.0,40.0
PROTESTANT,1.0,35.0,20.0,1.0,Less than once a year,3.0,23.0,1.0,PROTESTANT,Not very strong,Graduate,52.0,2.0,1.0,3.0,2.0,40.0
PROTESTANT,3.0,24.0,14.0,2.0,Several times a year,6.0,20.0,1.0,PROTESTANT,Somewhat strong (vol.),High school,69.0,1.0,1.0,1.0,4.0,6.0
NONE,2.0,31.0,12.0,1.0,Several times a year,,19.0,1.0,CATHOLIC,No religion,High school,34.0,1.0,3.0,4.0,2.0,60.0
PROTESTANT,0.0,,17.0,2.0,Every week,6.0,,2.0,PROTESTANT,Somewhat strong (vol.),Bachelor's,25.0,1.0,1.0,5.0,6.0,40.0
NONE,0.0,,8.0,1.0,Never,6.0,,1.0,NONE,No religion,Less than high school,33.0,1.0,3.0,5.0,4.0,40.0
PROTESTANT,2.0,27.0,12.0,2.0,Never,5.0,14.0,1.0,PROTESTANT,Not very strong,High school,45.0,2.0,1.0,3.0,4.0,45.0
PROTESTANT,3.0,35.0,16.0,1.0,About once a month,5.0,26.0,2.0,PROTESTANT,Not very strong,Bachelor's,57.0,1.0,1.0,1.0,3.0,
PROTESTANT,3.0,37.0,14.0,2.0,Every week,6.0,20.0,1.0,PROTESTANT,Strong,High school,77.0,1.0,1.0,3.0,5.0,
PROTESTANT,3.0,,16.0,2.0,About once a month,4.0,22.0,1.0,NONE,Not very strong,Bachelor's,29.0,1.0,3.0,5.0,4.0,40.0
JEWISH,0.0,,18.0,1.0,Several times a year,2.0,26.0,1.0,CATHOLIC,Strong,Graduate,58.0,1.0,1.0,2.0,1.0,45.0
NONE,2.0,33.0,20.0,1.0,Never,1.0,23.0,1.0,CATHOLIC,No religion,Graduate,42.0,1.0,1.0,1.0,3.0,40.0
NONE,0.0,,13.0,3.0,Never,1.0,20.0,1.0,JEWISH,No religion,High school,65.0,1.0,1.0,3.0,4.0,35.0
CHRISTIAN,0.0,,16.0,3.0,Every week,5.0,16.0,1.0,PROTESTANT,Strong,Bachelor's,25.0,2.0,2.0,5.0,5.0,45.0
JEWISH,8.0,29.0,19.0,1.0,Several times a week,6.0,22.0,1.0,JEWISH,Strong,Graduate,76.0,1.0,1.0,1.0,6.0,
PROTESTANT,5.0,18.0,12.0,3.0,2-3 times a month,5.0,19.0,2.0,PROTESTANT,Not very strong,High school,73.0,2.0,2.0,2.0,5.0,
JEWISH,5.0,23.0,20.0,2.0,About once a month,6.0,24.0,1.0,JEWISH,Strong,Graduate,34.0,2.0,1.0,1.0,6.0,35.0
CHRISTIAN,2.0,21.0,12.0,1.0,Every week,6.0,20.0,1.0,PROTESTANT,Strong,High school,51.0,1.0,2.0,1.0,6.0,70.0
CATHOLIC,3.0,23.0,14.0,2.0,,6.0,14.0,1.0,CATHOLIC,Strong,High school,78.0,2.0,1.0,1.0,6.0,
PROTESTANT,3.0,21.0,12.0,1.0,Several times a year,6.0,19.0,3.0,PROTESTANT,Not very strong,High school,53.0,1.0,2.0,1.0,2.0,30.0
PROTESTANT,7.0,21.0,11.0,1.0,Never,6.0,15.0,1.0,PROTESTANT,Not very strong,Less than high school,83.0,1.0,2.0,1.0,,
PROTESTANT,1.0,23.0,7.0,2.0,Never,6.0,10.0,1.0,PROTESTANT,Not very strong,Less than high school,58.0,2.0,2.0,5.0,6.0,
CATHOLIC,4.0,20.0,12.0,2.0,About once a month,4.0,,2.0,CATHOLIC,Strong,Less than high school,73.0,1.0,2.0,2.0,4.0,
CATHOLIC,4.0,29.0,10.0,3.0,Every week,5.0,2.0,1.0,CATHOLIC,Not very strong,High school,83.0,2.0,1.0,2.0,7.0,
PROTESTANT,8.0,21.0,12.0,3.0,Never,,14.0,1.0,PROTESTANT,Not very strong,High school,86.0,1.0,2.0,4.0,4.0,
PROTESTANT,0.0,,14.0,2.0,Several times a year,6.0,14.0,1.0,PROTESTANT,Strong,High school,70.0,2.0,3.0,2.0,4.0,
NONE,0.0,,17.0,2.0,Never,3.0,21.0,1.0,PROTESTANT,No religion,Bachelor's,31.0,2.0,2.0,5.0,2.0,
PROTESTANT,0.0,,16.0,1.0,Every week,6.0,20.0,1.0,PROTESTANT,Strong,Bachelor's,24.0,2.0,2.0,5.0,3.0,
PROTESTANT,0.0,,14.0,2.0,Every week,4.0,17.0,1.0,NONE,Strong,Associate/junior college,42.0,1.0,1.0,5.0,2.0,45.0
CATHOLIC,0.0,,16.0,2.0,About once or twice a year,4.0,26.0,1.0,CATHOLIC,Not very strong,Graduate,34.0,2.0,1.0,1.0,2.0,40.0
CATHOLIC,3.0,29.0,19.0,2.0,About once or twice a year,4.0,,1.0,CATHOLIC,Not very strong,Graduate,70.0,2.0,1.0,3.0,4.0,
PROTESTANT,2.0,19.0,12.0,2.0,Never,6.0,19.0,1.0,PROTESTANT,Strong,High school,37.0,2.0,1.0,5.0,1.0,
PROTESTANT,2.0,51.0,18.0,1.0,Nearly every week,6.0,25.0,1.0,PROTESTANT,Strong,Graduate,70.0,1.0,1.0,1.0,7.0,
PROTESTANT,2.0,24.0,12.0,2.0,Every week,4.0,21.0,1.0,PROTESTANT,Not very strong,High school,71.0,1.0,1.0,1.0,4.0,
PROTESTANT,0.0,,16.0,2.0,About once or twice a year,4.0,18.0,1.0,CATHOLIC,Not very strong,Graduate,26.0,2.0,1.0,5.0,5.0,60.0
JEWISH,4.0,29.0,16.0,1.0,Several times a year,3.0,26.0,2.0,JEWISH,Strong,Graduate,54.0,1.0,1.0,1.0,3.0,60.0
PROTESTANT,2.0,36.0,16.0,2.0,Every week,6.0,26.0,1.0,NONE,Strong,Bachelor's,40.0,2.0,1.0,1.0,3.0,40.0
CATHOLIC,0.0,,16.0,1.0,Never,6.0,26.0,1.0,CATHOLIC,Not very strong,Bachelor's,56.0,2.0,1.0,3.0,6.0,50.0
CATHOLIC,3.0,31.0,20.0,2.0,Every week,6.0,24.0,1.0,CATHOLIC,Strong,Graduate,60.0,1.0,1.0,2.0,6.0,40.0
NONE,0.0,,16.0,2.0,Never,2.0,26.0,1.0,NONE,No religion,Bachelor's,72.0,1.0,1.0,1.0,,
PROTESTANT,2.0,29.0,16.0,1.0,Every week,6.0,26.0,1.0,PROTESTANT,Strong,Bachelor's,35.0,2.0,2.0,1.0,5.0,40.0
